Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
7,259,ENPPI,Masry,2025-11-13,20:00,Military Academy Stadium,2
7,260,Ceramica,Future,2025-09-01,17:00,Air Defense Stadium,2
7,261,El Gouna,National Bank,2025-10-31,17:00,Alexandria Stadium,2
7,262,National Bank,Ismaily,2025-10-11,17:00,Al Salam Stadium,2
7,263,Pyramids,El Dakhleya,2025-08-25,20:00,Military Academy Stadium,1
7,264,Ismaily,Wadi Degla,2025-05-17,17:00,Zed Club Stadium,1
7,265,ENPPI,Modern Sport,2025-07-08,17:00,Petro Sport Stadium,1
7,266,ENPPI,El Gouna,2025-07-22,17:00,Alexandria Stadium,1
7,267,ENPPI,Al Ahly,2025-05-29,17:00,Military Academy Stadium,2
7,268,Ceramica,Zed,2025-12-31,17:00,Military Academy Stadium,1
7,269,Ceramica,El Gouna,2025-07-20,17:00,Al Salam Stadium,1
7,270,Ismaily,Zamalek,2025-05-05,20:00,Air Defense Stadium,2
7,271,El Dakhleya,Al Ahly,2025-08-12,17:00,Air Defense Stadium,2
7,272,Pharco,Pyramids,2025-11-27,20:00,Petro Sport Stadium,2
7,273,ENPPI,El Dakhleya,2025-08-30,17:00,Air Defense Stadium,1
7,274,El Dakhleya,Pharco,2025-08-11,17:00,Air Defense Stadium,1
7,275,Talaea El Gaish,Smouha,2025-05-09,20:00,Cairo Stadium,2
7,276,Smouha,Pharco,2025-06-12,20:00,Military Academy Stadium,1
7,277,Pharco,ENPPI,2026-01-30,20:00,Al Salam Stadium,2
7,278,Future,Zamalek,2025-11-26,17:00,Cairo Stadium,2
7,279,National Bank,Wadi Degla,2025-08-23,20:00,Petro Sport Stadium,1
7,280,Smouha,Talaea El Gaish,2025-11-14,17:00,Al Salam Stadium,1
7,281,El Dakhleya,Future,2025-11-09,20:00,Zed Club Stadium,2
7,282,Talaea El Gaish,Pyramids,2025-06-06,20:00,Air Defense Stadium,2
7,283,Wadi Degla,National Bank,2025-10-12,17:00,Alexandria Stadium,2
7,284,Future,Ismaily,2025-07-03,20:00,Cairo Stadium,1
7,285,El Gouna,Zed,2026-01-16,17:00,Zed Club Stadium,1
7,286,Modern Sport,Zed,2025-08-26,17:00,Zed Club Stadium,2
7,287,Ceramica,ENPPI,2025-06-23,17:00,Borg El Arab,2
7,288,El Gouna,Modern Sport,2025-08-22,17:00,Air Defense Stadium,1
7,289,National Bank,Future,2026-01-18,20:00,Al Salam Stadium,2
7,290,Pharco,Modern Sport,2025-12-29,17:00,Alexandria Stadium,2
7,291,Ceramica,Alexandria Union,2025-12-23,17:00,Alexandria Stadium,1
7,292,ENPPI,Smouha,2025-09-21,20:00,Borg El Arab,2
7,293,Modern Sport,Ismaily,2025-10-25,20:00,Cairo Stadium,2
7,294,Talaea El Gaish,Al Ahly,2025-11-10,17:00,Cairo Stadium,2
7,295,Zamalek,Alexandria Union,2026-01-05,17:00,El Sekka El Hadeed Stadium,1
7,296,Masry,Pyramids,2025-05-30,20:00,Suez Stadium,2
7,297,Ceramica,Wadi Degla,2025-09-27,17:00,Petro Sport Stadium,1
7,298,Zed,Ismaily,2025-12-28,17:00,Borg El Arab,2
7,299,Talaea El Gaish,ENPPI,2025-12-23,20:00,Military Academy Stadium,2
7,300,Pyramids,National Bank,2025-12-29,17:00,Borg El Arab,1
7,301,Alexandria Union,Pyramids,2025-08-16,17:00,Borg El Arab,2
7,302,El Dakhleya,El Gouna,2025-08-29,17:00,Zed Club Stadium,1
7,303,Talaea El Gaish,Zed,2025-08-15,17:00,Military Academy Stadium,1
7,304,Pyramids,Modern Sport,2026-01-13,20:00,El Sekka El Hadeed Stadium,1
7,305,Ceramica,Al Ahly,2025-11-21,20:00,Air Defense Stadium,2
7,306,Wadi Degla,Masry,2026-01-29,17:00,Military Academy Stadium,2
8,1,Alexandria Union,Ceramica,2025-05-06,17:00,Air Defense Stadium,2
8,2,El Gouna,Talaea El Gaish,2025-05-26,17:00,Petro Sport Stadium,2
8,3,Zed,Zamalek,2025-07-01,17:00,Suez Stadium,2
8,4,Talaea El Gaish,Al Ahly,2025-10-17,17:00,Petro Sport Stadium,2
8,5,Future,Pharco,2026-01-12,17:00,Borg El Arab,1
8,6,Ismaily,Future,2025-08-01,17:00,Al Salam Stadium,2
8,7,Alexandria Union,Smouha,2025-05-15,20:00,Alexandria Stadium,2
8,8,Future,Alexandria Union,2025-06-30,20:00,Military Academy Stadium,1
8,9,El Dakhleya,Masry,2026-01-08,20:00,Alexandria Stadium,2
8,10,Zed,Pharco,2025-09-11,17:00,Cairo Stadium,1
8,11,ENPPI,Masry,2025-05-01,17:00,Military Academy Stadium,2
8,12,Pharco,El Gouna,2025-07-07,17:00,Zed Club Stadium,2
8,13,Ceramica,El Gouna,2025-08-11,20:00,El Sekka El Hadeed Stadium,1
8,14,Smouha,Zamalek,2025-10-28,20:00,El Sekka El Hadeed Stadium,2
8,15,Wadi Degla,El Dakhleya,2025-07-23,17:00,Borg El Arab,2
8,16,Pharco,National Bank,2025-09-03,17:00,Military Academy Stadium,2
8,17,El Dakhleya,Smouha,2026-01-17,17:00,Air Defense Stadium,2
8,18,Talaea El Gaish,Future,2025-12-15,17:00,Borg El Arab,2
8,19,Ismaily,Al Ahly,2025-08-10,17:00,Suez Stadium,2
8,20,Zamalek,ENPPI,2025-05-28,17:00,Borg El Arab,1
8,21,Modern Sport,El Gouna,2025-10-22,20:00,El Sekka El Hadeed Stadium,2
8,22,Smouha,Future,2025-09-14,17:00,Cairo Stadium,2
8,23,ENPPI,El Dakhleya,2025-09-15,20:00,Borg El Arab,1
8,24,Ceramica,Modern Sport,2025-11-06,20:00,Cairo Stadium,1
8,25,Zamalek,Al Ahly,2025-09-07,17:00,Borg El Arab,2
8,26,El Dakhleya,National Bank,2025-10-20,20:00,Military Academy Stadium,2
8,27,Zed,Pyramids,2025-12-18,17:00,Al Salam Stadium,2
8,28,Smouha,Alexandria Union,2025-06-17,17:00,Cairo Stadium,1
8,29,Smouha,Pyramids,2025-05-15,20:00,Suez Stadium,2
8,30,Future,Masry,2025-12-22,17:00,Air Defense Stadium,2
8,31,Pyramids,Talaea El Gaish,2025-10-24,20:00,Al Salam Stadium,1
8,32,Zed,Future,2025-08-31,17:00,Cairo Stadium,2
8,33,Ceramica,Talaea El Gaish,2025-10-22,17:00,Borg El Arab,1
8,34,Alexandria Union,Pyramids,2025-06-16,20:00,Air Defense Stadium,2
8,35,Pharco,Masry,2025-05-26,20:00,Borg El Arab,2
8,36,Zamalek,Alexandria Union,2025-11-18,17:00,Cairo Stadium,1
8,37,Zed,Ceramica,2026-01-07,20:00,Military Academy Stadium,2
8,38,Future,Pyramids,2025-07-09,20:00,Al Salam Stadium,2
8,39,El Dakhleya,Wadi Degla,2025-08-07,20:00,Suez Stadium,1
8,40,Zamalek,Wadi Degla,2025-05-26,20:00,Borg El Arab,1
8,41,Smouha,National Bank,2025-08-08,17:00,Zed Club Stadium,1
8,42,Wadi Degla,Pharco,2026-01-09,17:00,Suez Stadium,2
8,43,Ismaily,Talaea El Gaish,2025-11-25,20:00,Borg El Arab,1
8,44,ENPPI,Future,2025-10-18,17:00,El Sekka El Hadeed Stadium,2
8,45,Zed,Wadi Degla,2025-10-16,17:00,Air Defense Stadium,1
8,46,Smouha,El Gouna,2025-10-13,17:00,Air Defense Stadium,1
8,47,El Dakhleya,ENPPI,2025-12-28,20:00,Zed Club Stadium,2
8,48,National Bank,Pyramids,2025-08-01,20:00,Cairo Stadium,2
8,49,Zamalek,Smouha,2025-07-29,20:00,Al Salam Stadium,1
8,50,Alexandria Union,El Dakhleya,2025-09-12,20:00,Military Academy Stadium,1
8,51,Pharco,Talaea El Gaish,2025-10-05,17:00,Petro Sport Stadium,2
8,52,National Bank,Masry,2025-06-16,17:00,Zed Club Stadium,2
8,53,Pyramids,ENPPI,2025-05-22,17:00,Air Defense Stadium,1
8,54,ENPPI,Wadi Degla,2025-08-20,17:00,Air Defense Stadium,1
8,55,Zamalek,El Dakhleya,2025-09-27,20:00,Alexandria Stadium,1
8,56,El Gouna,Future,2025-05-25,17:00,Petro Sport Stadium,2
8,57,Masry,Alexandria Union,2025-07-21,20:00,Zed Club Stadium,1
8,58,Pyramids,Zed,2025-06-18,20:00,Alexandria Stadium,1
8,59,ENPPI,Alexandria Union,2025-05-04,17:00,Zed Club Stadium,1
8,60,Pyramids,Wadi Degla,2025-05-20,20:00,Cairo Stadium,1
8,61,Alexandria Union,Wadi Degla,2025-08-13,20:00,Borg El Arab,1
8,62,Modern Sport,Talaea El Gaish,2025-07-29,20:00,Alexandria Stadium,2
8,63,Talaea El Gaish,Zed,2025-05-01,20:00,Air Defense Stadium,1
8,64,Modern Sport,Al Ahly,2025-05-06,20:00,Suez Stadium,2
8,65,Ismaily,Pyramids,2025-10-07,20:00,Cairo Stadium,2
8,66,Alexandria Union,Al Ahly,2025-06-11,17:00,Suez Stadium,2
8,67,Wadi Degla,Ceramica,2025-10-18,17:00,Air Defense Stadium,2
8,68,Alexandria Union,El Gouna,2026-01-13,17:00,Cairo Stadium,1
8,69,Modern Sport,El Dakhleya,2025-07-21,20:00,Military Academy Stadium,2
8,70,El Gouna,Al Ahly,2025-06-05,20:00,Petro Sport Stadium,2
8,71,Future,Modern Sport,2025-10-30,17:00,Cairo Stadium,1
8,72,Pharco,Wadi Degla,2025-05-16,20:00,Cairo Stadium,1
8,73,Alexandria Union,Future,2025-12-12,20:00,Suez Stadium,2
8,74,National Bank,Smouha,2025-06-26,17:00,El Sekka El Hadeed Stadium,2
8,75,Modern Sport,Wadi Degla,2025-12-20,20:00,Air Defense Stadium,1
8,76,ENPPI,Zed,2025-05-09,20:00,Borg El Arab,1
8,77,ENPPI,Modern Sport,2025-06-27,17:00,Alexandria Stadium,1
8,78,ENPPI,National Bank,2025-08-31,20:00,Zed Club Stadium,1
8,79,Ceramica,Future,2025-11-18,17:00,El Sekka El Hadeed Stadium,2
8,80,Wadi Degla,Al Ahly,2025-09-07,17:00,Air Defense Stadium,2
8,81,Future,Zed,2025-11-06,20:00,Alexandria Stadium,1
8,82,Al Ahly,Smouha,2025-10-23,17:00,El Sekka El Hadeed Stadium,1
8,83,Masry,ENPPI,2026-01-15,17:00,Al Salam Stadium,1
8,84,Talaea El Gaish,Alexandria Union,2025-12-22,20:00,Suez Stadium,1
8,85,National Bank,Al Ahly,2025-07-10,20:00,Military Academy Stadium,2
8,86,Future,National Bank,2025-07-22,20:00,Borg El Arab,1
8,87,Talaea El Gaish,Smouha,2025-12-24,17:00,Zed Club Stadium,2
8,88,Masry,El Dakhleya,2025-05-10,20:00,Al Salam Stadium,1
8,89,Ismaily,Wadi Degla,2025-08-20,17:00,Al Salam Stadium,1
8,90,Smouha,Ismaily,2025-12-28,17:00,Suez Stadium,2
8,91,National Bank,Alexandria Union,2025-07-26,17:00,Al Salam Stadium,1
8,92,Talaea El Gaish,Zamalek,2025-08-26,17:00,Military Academy Stadium,2
8,93,Pyramids,Zamalek,2025-05-17,17:00,Suez Stadium,2
8,94,Alexandria Union,ENPPI,2025-08-22,20:00,Military Academy Stadium,2
8,95,Smouha,Zed,2026-01-23,20:00,Cairo Stadium,1
8,96,Ceramica,Ismaily,2025-11-22,17:00,Cairo Stadium,2
8,97,National Bank,Wadi Degla,2025-10-18,20:00,Military Academy Stadium,1
8,98,Zed,El Dakhleya,2025-11-19,17:00,Zed Club Stadium,2
8,99,Ismaily,Zamalek,2025-11-22,20:00,Military Academy Stadium,2
8,100,El Gouna,Pyramids,2025-05-25,17:00,Petro Sport Stadium,2
8,101,Zamalek,Ismaily,2025-06-27,20:00,Alexandria Stadium,1
8,102,Pharco,Ceramica,2025-05-16,17:00,Zed Club Stadium,2
8,103,Ceramica,Al Ahly,2025-06-28,17:00,Borg El Arab,2
8,104,Zed,Al Ahly,2025-07-24,20:00,Borg El Arab,2
8,105,Al Ahly,Future,2025-12-13,20:00,Cairo Stadium,1
8,106,Wadi Degla,Modern Sport,2025-05-15,20:00,Air Defense Stadium,2
8,107,El Dakhleya,Al Ahly,2025-07-29,17:00,El Sekka El Hadeed Stadium,2
8,108,Ismaily,ENPPI,2025-07-23,17:00,Petro Sport Stadium,1
8,109,Al Ahly,Masry,2025-11-13,20:00,Borg El Arab,1
8,110,Smouha,Talaea El Gaish,2026-01-22,17:00,El Sekka El Hadeed Stadium,1
8,111,El Gouna,Wadi Degla,2025-06-03,17:00,Military Academy Stadium,1
8,112,Talaea El Gaish,Wadi Degla,2025-09-07,17:00,Cairo Stadium,1
8,113,El Dakhleya,Zamalek,2025-07-02,20:00,Cairo Stadium,2
8,114,Ceramica,National Bank,2025-09-14,20:00,Petro Sport Stadium,1
8,115,Ceramica,Masry,2026-01-19,17:00,Borg El Arab,2
8,116,Zed,El Gouna,2026-01-08,17:00,Cairo Stadium,2
8,117,Ceramica,El Dakhleya,2026-01-01,20:00,El Sekka El Hadeed Stadium,1
8,118,Talaea El Gaish,National Bank,2025-12-06,17:00,Alexandria Stadium,2
8,119,Modern Sport,National Bank,2026-01-15,20:00,Military Academy Stadium,2
8,120,Ceramica,ENPPI,2025-12-31,17:00,Suez Stadium,2
8,121,ENPPI,Pharco,2026-01-29,17:00,Alexandria Stadium,1
8,122,Modern Sport,ENPPI,2025-09-29,20:00,Borg El Arab,2
8,123,Smouha,Masry,2025-08-10,20:00,Petro Sport Stadium,2
8,124,Pharco,Pyramids,2025-09-25,17:00,Alexandria Stadium,2
8,125,Talaea El Gaish,El Gouna,2025-08-16,20:00,El Sekka El Hadeed Stadium,1
8,126,Pyramids,El Gouna,2025-05-06,17:00,Zed Club Stadium,1
8,127,Zamalek,Future,2025-06-11,20:00,Suez Stadium,1
8,128,Pyramids,Future,2025-05-08,20:00,Military Academy Stadium,1
8,129,El Dakhleya,Pharco,2025-10-02,20:00,Military Academy Stadium,1
8,130,Pharco,Modern Sport,2025-12-26,20:00,El Sekka El Hadeed Stadium,2
8,131,Zed,Masry,2025-09-24,20:00,El Sekka El Hadeed Stadium,2
8,132,Talaea El Gaish,Ceramica,2025-06-26,17:00,Military Academy Stadium,2
8,133,Ceramica,Smouha,2026-01-01,20:00,El Sekka El Hadeed Stadium,2
8,134,National Bank,ENPPI,2025-11-03,17:00,Borg El Arab,2
8,135,El Gouna,Zamalek,2025-05-15,20:00,Petro Sport Stadium,2
8,136,Future,Ismaily,2025-12-24,17:00,Air Defense Stadium,1
8,137,Al Ahly,Ismaily,2025-06-04,17:00,Suez Stadium,1
8,138,Masry,Wadi Degla,2026-01-08,20:00,Al Salam Stadium,1
8,139,Masry,Future,2025-12-09,20:00,Cairo Stadium,1
8,140,El Dakhleya,Ceramica,2025-09-17,17:00,Military Academy Stadium,2
8,141,Ceramica,Pyramids,2025-11-17,17:00,Air Defense Stadium,2
8,142,Wadi Degla,Smouha,2025-06-02,20:00,Al Salam Stadium,2
8,143,Pyramids,Pharco,2025-07-23,20:00,Borg El Arab,1
8,144,Modern Sport,Alexandria Union,2025-07-30,17:00,Borg El Arab,2
8,145,Alexandria Union,Zed,2025-11-21,17:00,Alexandria Stadium,1
8,146,Future,El Dakhleya,2025-10-18,20:00,Borg El Arab,1
8,147,Zamalek,National Bank,2025-11-12,17:00,Alexandria Stadium,1
8,148,Wadi Degla,Future,2025-12-05,17:00,Alexandria Stadium,2
8,149,Ismaily,Zed,2025-07-12,17:00,Zed Club Stadium,1
8,150,Smouha,Al Ahly,2025-12-25,20:00,Al Salam Stadium,2
8,151,National Bank,Ismaily,2025-12-23,17:00,Air Defense Stadium,2
8,152,Al Ahly,Modern Sport,2025-11-17,17:00,Cairo Stadium,1
8,153,ENPPI,Pyramids,2025-08-23,20:00,Alexandria Stadium,2
8,154,Masry,Al Ahly,2025-06-08,20:00,Alexandria Stadium,2
8,155,ENPPI,Ismaily,2025-08-16,17:00,Zed Club Stadium,2
8,156,Alexandria Union,Zamalek,2025-05-25,20:00,Suez Stadium,2
8,157,Pharco,El Dakhleya,2025-05-09,17:00,Cairo Stadium,2
8,158,Wadi Degla,National Bank,2025-12-14,20:00,Military Academy Stadium,2
8,159,National Bank,El Gouna,2026-01-15,17:00,Air Defense Stadium,1
8,160,Masry,Smouha,2025-08-27,17:00,Alexandria Stadium,1
8,161,Future,ENPPI,2025-05-08,17:00,Alexandria Stadium,1
8,162,Ismaily,National Bank,2026-01-17,20:00,Military Academy Stadium,1
8,163,Talaea El Gaish,Modern Sport,2026-01-29,20:00,Suez Stadium,1
8,164,Zamalek,Ceramica,2025-06-29,20:00,Cairo Stadium,1
8,165,Talaea El Gaish,Ismaily,2025-12-23,20:00,Alexandria Stadium,2
8,166,Zamalek,Modern Sport,2026-01-30,20:00,Petro Sport Stadium,1
8,167,Zed,Ismaily,2025-08-28,20:00,Alexandria Stadium,2
8,168,Pyramids,Ceramica,2026-01-11,17:00,Alexandria Stadium,1
8,169,Pharco,Alexandria Union,2025-07-17,20:00,Al Salam Stadium,2
8,170,Alexandria Union,National Bank,2025-06-27,20:00,Borg El Arab,2
8,171,Modern Sport,Zamalek,2025-07-15,17:00,Petro Sport Stadium,2
8,172,Masry,Pharco,2025-09-11,17:00,Cairo Stadium,1
8,173,Modern Sport,Smouha,2025-07-29,20:00,Military Academy Stadium,2
8,174,Smouha,Ceramica,2025-12-25,17:00,Air Defense Stadium,1
8,175,El Gouna,Smouha,2025-06-25,20:00,Alexandria Stadium,2
8,176,Al Ahly,El Dakhleya,2025-07-05,20:00,Alexandria Stadium,1
8,177,Pharco,Al Ahly,2025-06-23,17:00,El Sekka El Hadeed Stadium,2
8,178,Wadi Degla,Talaea El Gaish,2025-10-01,20:00,Borg El Arab,2
8,179,Future,El Gouna,2025-08-09,17:00,El Sekka El Hadeed Stadium,1
8,180,Zamalek,Talaea El Gaish,2025-12-10,20:00,Borg El Arab,1
8,181,Ismaily,Modern Sport,2025-09-30,17:00,Air Defense Stadium,1
8,182,Ceramica,Zamalek,2025-12-26,20:00,Petro Sport Stadium,2
8,183,National Bank,Future,2025-06-08,20:00,Military Academy Stadium,2
8,184,Talaea El Gaish,El Dakhleya,2025-10-15,17:00,El Sekka El Hadeed Stadium,1
8,185,Pharco,ENPPI,2025-06-10,20:00,Alexandria Stadium,2
8,186,Smouha,El Dakhleya,2025-10-30,17:00,Cairo Stadium,1
8,187,El Dakhleya,Zed,2025-09-13,17:00,Suez Stadium,1
8,188,Masry,Pyramids,2025-08-23,20:00,Suez Stadium,2
8,189,ENPPI,Zamalek,2025-11-16,17:00,Zed Club Stadium,2
8,190,ENPPI,Ceramica,2025-07-27,20:00,Military Academy Stadium,1
8,191,Zed,Smouha,2025-12-27,17:00,Alexandria Stadium,2
8,192,Zamalek,Zed,2025-05-09,17:00,Al Salam Stadium,1
8,193,Masry,Zed,2025-06-21,17:00,Al Salam Stadium,1
8,194,Ismaily,Alexandria Union,2025-11-08,17:00,Cairo Stadium,1
8,195,National Bank,Ceramica,2026-01-05,20:00,El Sekka El Hadeed Stadium,2
8,196,Al Ahly,ENPPI,2025-05-30,17:00,Zed Club Stadium,1
8,197,El Dakhleya,Talaea El Gaish,2025-05-24,20:00,Air Defense Stadium,2
8,198,El Gouna,Ismaily,2025-08-22,20:00,Zed Club Stadium,2
8,199,Alexandria Union,Talaea El Gaish,2025-10-04,20:00,Borg El Arab,2
8,200,El Gouna,National Bank,2026-01-23,20:00,Zed Club Stadium,2
8,201,Alexandria Union,Modern Sport,2025-10-22,20:00,Alexandria Stadium,1
8,202,Masry,Ceramica,2025-06-24,20:00,Air Defense Stadium,1
8,203,Modern Sport,Pyramids,2025-11-23,20:00,Petro Sport Stadium,2
8,204,Modern Sport,Ismaily,2025-06-26,20:00,Suez Stadium,2
8,205,Smouha,Wadi Degla,2025-11-09,20:00,Cairo Stadium,1
8,206,Wadi Degla,Masry,2025-11-20,20:00,Military Academy Stadium,2
8,207,Pharco,Future,2025-07-01,17:00,Suez Stadium,2
8,208,Zed,Modern Sport,2025-08-06,20:00,Air Defense Stadium,1
8,209,Ceramica,Wadi Degla,2025-12-05,17:00,Alexandria Stadium,1
8,210,Ismaily,El Dakhleya,2025-10-30,17:00,Zed Club Stadium,1
8,211,Future,Smouha,2025-12-17,17:00,Military Academy Stadium,1
8,212,Al Ahly,Pharco,2025-09-27,20:00,Al Salam Stadium,1
8,213,Pyramids,Masry,2025-09-09,20:00,Borg El Arab,1
8,214,Al Ahly,El Gouna,2025-06-23,20:00,Cairo Stadium,1
8,215,Zamalek,Pharco,2026-01-12,17:00,Borg El Arab,1
8,216,Masry,Zamalek,2025-09-10,20:00,Borg El Arab,2
8,217,Modern Sport,Future,2025-08-01,20:00,Zed Club Stadium,2
8,218,El Gouna,Modern Sport,2025-11-30,17:00,Petro Sport Stadium,1
8,219,Talaea El Gaish,ENPPI,2025-07-31,20:00,Borg El Arab,2
8,220,Zamalek,Pyramids,2025-05-19,20:00,Military Academy Stadium,1
8,221,National Bank,Pharco,2025-11-15,17:00,Suez Stadium,1
8,222,Future,Wadi Degla,2025-08-03,20:00,Zed Club Stadium,1
8,223,Al Ahly,Talaea El Gaish,2025-08-25,20:00,Air Defense Stadium,1
8,224,El Gouna,ENPPI,2025-07-12,17:00,Cairo Stadium,2
8,225,Al Ahly,Alexandria Union,2025-11-30,17:00,Military Academy Stadium,1
8,226,Talaea El Gaish,Pharco,2025-12-29,20:00,Petro Sport Stadium,1
8,227,Alexandria Union,Ismaily,2025-09-30,17:00,Al Salam Stadium,2
8,228,Future,Talaea El Gaish,2025-12-30,20:00,Petro Sport Stadium,1
8,229,Zamalek,El Gouna,2025-12-30,17:00,Zed Club Stadium,1
8,230,National Bank,El Dakhleya,2025-11-24,20:00,Cairo Stadium,1
8,231,Pharco,Smouha,2025-11-02,17:00,Petro Sport Stadium,2
8,232,Pharco,Ismaily,2026-01-17,17:00,El Sekka El Hadeed Stadium,2
8,233,Wadi Degla,Zed,2025-10-22,20:00,Al Salam Stadium,2
8,234,National Bank,Talaea El Gaish,2025-05-27,17:00,Cairo Stadium,1
8,235,Pyramids,Smouha,2025-06-18,20:00,Al Salam Stadium,1
8,236,El Gouna,Ceramica,2025-10-27,20:00,Zed Club Stadium,2
8,237,Masry,Modern Sport,2025-06-29,20:00,Cairo Stadium,1
8,238,Masry,Ismaily,2026-01-11,17:00,El Sekka El Hadeed Stadium,1
8,239,Ismaily,El Gouna,2025-12-17,17:00,Military Academy Stadium,1
8,240,El Dakhleya,El Gouna,2025-11-06,17:00,Al Salam Stadium,1
8,241,El Dakhleya,Future,2025-12-14,20:00,Zed Club Stadium,2
8,242,Ismaily,Ceramica,2026-01-19,17:00,Zed Club Stadium,1
8,243,National Bank,Zamalek,2025-07-04,17:00,Petro Sport Stadium,2
8,244,Ismaily,Smouha,2025-06-17,20:00,Borg El Arab,1
8,245,Pyramids,Alexandria Union,2025-12-20,17:00,Al Salam Stadium,1
8,246,Al Ahly,Pyramids,2025-08-22,20:00,Al Salam Stadium,1
8,247,El Dakhleya,Pyramids,2025-11-27,17:00,Suez Stadium,2
8,248,Zed,Talaea El Gaish,2026-01-11,20:00,El Sekka El Hadeed Stadium,2
8,249,Al Ahly,Wadi Degla,2026-01-18,17:00,Suez Stadium,1
8,250,Al Ahly,Zamalek,2025-11-06,20:00,El Sekka El Hadeed Stadium,1
8,251,Pharco,Zamalek,2025-07-12,20:00,Zed Club Stadium,2
8,252,Wadi Degla,Pyramids,2025-06-20,20:00,Zed Club Stadium,2
8,253,Masry,National Bank,2026-01-18,20:00,El Sekka El Hadeed Stadium,1
8,254,Talaea El Gaish,Masry,2026-01-26,20:00,Borg El Arab,2
8,255,Pyramids,El Dakhleya,2025-10-26,20:00,Air Defense Stadium,1
8,256,Al Ahly,National Bank,2025-09-14,17:00,Zed Club Stadium,1
8,257,Modern Sport,Masry,2025-08-23,20:00,Alexandria Stadium,2
8,258,Al Ahly,Zed,2025-10-24,17:00,Al Salam Stadium,1
8,259,El Dakhleya,Ismaily,2025-12-10,20:00,Air Defense Stadium,2
8,260,Zed,ENPPI,2025-11-30,17:00,Al Salam Stadium,2
8,261,Future,Ceramica,2025-07-26,17:00,Borg El Arab,1
8,262,El Gouna,Masry,2025-11-06,17:00,El Sekka El Hadeed Stadium,2
8,263,Wadi Degla,Ismaily,2025-07-26,20:00,Alexandria Stadium,2
8,264,El Gouna,Alexandria Union,2025-07-13,17:00,Al Salam Stadium,2
8,265,Pyramids,Al Ahly,2025-11-12,17:00,Cairo Stadium,2
8,266,Zed,National Bank,2026-01-16,20:00,Military Academy Stadium,2
8,267,El Gouna,Zed,2025-07-16,17:00,Zed Club Stadium,1
8,268,Smouha,ENPPI,2025-07-15,17:00,Air Defense Stadium,1
8,269,Future,Zamalek,2025-11-01,20:00,Cairo Stadium,2
8,270,Wadi Degla,ENPPI,2025-11-01,20:00,Al Salam Stadium,2
8,271,Masry,El Gouna,2025-12-10,17:00,Borg El Arab,1
8,272,Pyramids,National Bank,2025-05-29,17:00,Borg El Arab,1
8,273,El Dakhleya,Alexandria Union,2025-06-23,17:00,Alexandria Stadium,2
8,274,El Gouna,Pharco,2025-10-28,17:00,Alexandria Stadium,1
8,275,Smouha,Modern Sport,2025-07-11,20:00,Suez Stadium,1
8,276,National Bank,Zed,2025-11-03,20:00,El Sekka El Hadeed Stadium,1
8,277,ENPPI,El Gouna,2025-07-09,20:00,Cairo Stadium,1
8,278,Ismaily,Masry,2025-12-07,17:00,Zed Club Stadium,2
8,279,Modern Sport,Zed,2025-12-22,17:00,Military Academy Stadium,2
8,280,Pyramids,Modern Sport,2025-06-30,17:00,Petro Sport Stadium,1
8,281,Pyramids,Ismaily,2025-07-01,17:00,Air Defense Stadium,1
8,282,Wadi Degla,El Gouna,2025-05-03,20:00,Air Defense Stadium,2
8,283,ENPPI,Al Ahly,2025-10-11,20:00,Al Salam Stadium,2
8,284,Alexandria Union,Masry,2025-10-04,20:00,Military Academy Stadium,2
8,285,Zamalek,Masry,2025-11-11,20:00,El Sekka El Hadeed Stadium,1
8,286,Modern Sport,Pharco,2026-01-23,20:00,Air Defense Stadium,1
8,287,National Bank,Modern Sport,2025-05-31,17:00,Cairo Stadium,1
8,288,Pharco,Zed,2025-08-06,17:00,Zed Club Stadium,2
8,289,El Dakhleya,Modern Sport,2025-09-27,20:00,Cairo Stadium,1
8,290,Alexandria Union,Pharco,2025-12-04,20:00,Petro Sport Stadium,1
8,291,Wadi Degla,Zamalek,2025-07-25,20:00,Al Salam Stadium,2
8,292,El Gouna,El Dakhleya,2025-07-06,17:00,Al Salam Stadium,2
8,293,Smouha,Pharco,2025-11-24,20:00,Alexandria Stadium,1
8,294,Talaea El Gaish,Pyramids,2026-01-01,20:00,Petro Sport Stadium,2
8,295,Ismaily,Pharco,2025-09-16,17:00,Borg El Arab,1
8,296,Ceramica,Pharco,2025-11-13,17:00,Petro Sport Stadium,1
8,297,ENPPI,Smouha,2026-01-16,20:00,Zed Club Stadium,2
8,298,Modern Sport,Ceramica,2025-07-06,17:00,Suez Stadium,2
8,299,Ceramica,Alexandria Union,2025-07-27,20:00,Military Academy Stadium,1
8,300,Future,Al Ahly,2025-05-14,20:00,El Sekka El Hadeed Stadium,2
8,301,Al Ahly,Ceramica,2025-05-14,20:00,Suez Stadium,1
8,302,Masry,Talaea El Gaish,2026-01-06,20:00,Borg El Arab,1
8,303,Zed,Alexandria Union,2025-11-26,20:00,Cairo Stadium,2
8,304,Ceramica,Zed,2025-07-31,20:00,Petro Sport Stadium,1
8,305,ENPPI,Talaea El Gaish,2025-07-10,20:00,Air Defense Stadium,1
8,306,Wadi Degla,Alexandria Union,2025-10-01,17:00,Zed Club Stadium,2
9,1,Zamalek,National Bank,2025-07-04,20:00,Air Defense Stadium,1
